Metadata_Source,Metadata_Batch,Metadata_Plate,Metadata_Well,Metadata_JCP2022
broad,2022_11_28_Batch4,BR00136689,H12,DMSO
broad,2022_11_28_Batch4,BR00136689,H13,DMSO
broad,2022_11_28_Batch4,BR00136689,H14,DMSO
broad,2022_11_28_Batch4,BR00136689,H15,DMSO
broad,2022_11_28_Batch4,BR00136689,H16,DMSO
broad,2022_11_28_Batch4,BR00136689,H17,DMSO
broad,2022_11_28_Batch4,BR00136689,H18,DMSO
broad,2022_11_28_Batch4,BR00136689,H19,DMSO
broad,2022_11_28_Batch4,BR00136689,H20,DMSO
broad,2022_11_28_Batch4,BR00136689,H21,DMSO
broad,2022_11_28_Batch4,BR00136689,H22,DMSO
broad,2022_11_28_Batch4,BR00136689,H23,DMSO
broad,2022_11_28_Batch4,BR00136689,H24,DMSO
broad,2022_11_28_Batch4,BR00136689,I01,DMSO
broad,2022_11_28_Batch4,BR00136689,I02,DMSO
broad,2022_11_28_Batch4,BR00136689,I03,DMSO
broad,2022_11_28_Batch4,BR00136689,I04,DMSO
broad,2022_11_28_Batch4,BR00136689,I05,DMSO
broad,2022_11_28_Batch4,BR00136689,I06,DMSO
broad,2022_11_28_Batch4,BR00136689,I07,DMSO
broad,2022_11_28_Batch4,BR00136689,I08,DMSO
broad,2022_11_28_Batch4,BR00136689,I09,DMSO
broad,2022_11_28_Batch4,BR00136689,I10,DMSO
broad,2022_11_28_Batch4,BR00136689,I11,DMSO
broad,2022_11_28_Batch4,BR00136689,I12,DMSO
broad,2022_11_28_Batch4,BR00136689,I13,DMSO
broad,2022_11_28_Batch4,BR00136689,I14,DMSO
broad,2022_11_28_Batch4,BR00136689,I15,DMSO
broad,2022_11_28_Batch4,BR00136689,I16,DMSO
broad,2022_11_28_Batch4,BR00136689,I17,DMSO
broad,2022_11_28_Batch4,BR00136689,I18,DMSO
broad,2022_11_28_Batch4,BR00136689,I19,DMSO
broad,2022_11_28_Batch4,BR00136689,I20,DMSO
broad,2022_11_28_Batch4,BR00136689,I21,DMSO
broad,2022_11_28_Batch4,BR00136689,I22,DMSO
broad,2022_11_28_Batch4,BR00136689,I23,DMSO
broad,2022_11_28_Batch4,BR00136689,I24,DMSO
broad,2022_11_28_Batch4,BR00136689,J01,DMSO
broad,2022_11_28_Batch4,BR00136689,J02,DMSO
broad,2022_11_28_Batch4,BR00136689,J03,DMSO
broad,2022_11_28_Batch4,BR00136689,J04,DMSO
broad,2022_11_28_Batch4,BR00136689,J05,DMSO
broad,2022_11_28_Batch4,BR00136689,J06,DMSO
broad,2022_11_28_Batch4,BR00136689,J07,DMSO
broad,2022_11_28_Batch4,BR00136689,J08,DMSO
broad,2022_11_28_Batch4,BR00136689,J09,DMSO
broad,2022_11_28_Batch4,BR00136689,J10,DMSO
broad,2022_11_28_Batch4,BR00136689,J11,DMSO
broad,2022_11_28_Batch4,BR00136689,J12,DMSO
broad,2022_11_28_Batch4,BR00136689,J13,DMSO
broad,2022_11_28_Batch4,BR00136689,J14,DMSO
broad,2022_11_28_Batch4,BR00136689,J15,DMSO
broad,2022_11_28_Batch4,BR00136689,J16,DMSO
broad,2022_11_28_Batch4,BR00136689,J17,DMSO
broad,2022_11_28_Batch4,BR00136689,J18,DMSO
broad,2022_11_28_Batch4,BR00136689,J19,DMSO
broad,2022_11_28_Batch4,BR00136689,J20,DMSO
broad,2022_11_28_Batch4,BR00136689,J21,DMSO
broad,2022_11_28_Batch4,BR00136689,J22,DMSO
broad,2022_11_28_Batch4,BR00136689,J23,DMSO
broad,2022_11_28_Batch4,BR00136689,J24,DMSO
broad,2022_11_28_Batch4,BR00136689,K01,DMSO
broad,2022_11_28_Batch4,BR00136689,K02,DMSO
broad,2022_11_28_Batch4,BR00136689,K03,DMSO
broad,2022_11_28_Batch4,BR00136689,K04,DMSO
broad,2022_11_28_Batch4,BR00136689,K05,DMSO
broad,2022_11_28_Batch4,BR00136689,K06,DMSO
broad,2022_11_28_Batch4,BR00136689,K07,DMSO
broad,2022_11_28_Batch4,BR00136689,K08,DMSO
broad,2022_11_28_Batch4,BR00136689,K09,DMSO
broad,2022_11_28_Batch4,BR00136689,K10,DMSO
broad,2022_11_28_Batch4,BR00136689,K11,DMSO
broad,2022_11_28_Batch4,BR00136689,K12,DMSO
broad,2022_11_28_Batch4,BR00136689,K13,DMSO
broad,2022_11_28_Batch4,BR00136689,K14,DMSO
broad,2022_11_28_Batch4,BR00136689,K15,DMSO
broad,2022_11_28_Batch4,BR00136689,K16,DMSO
broad,2022_11_28_Batch4,BR00136689,K17,DMSO
broad,2022_11_28_Batch4,BR00136689,K18,DMSO
broad,2022_11_28_Batch4,BR00136689,K19,DMSO
broad,2022_11_28_Batch4,BR00136689,K20,DMSO
broad,2022_11_28_Batch4,BR00136689,K21,DMSO
broad,2022_11_28_Batch4,BR00136689,K22,DMSO
broad,2022_11_28_Batch4,BR00136689,K23,DMSO
broad,2022_11_28_Batch4,BR00136689,K24,DMSO
broad,2022_11_28_Batch4,BR00136689,L01,DMSO
broad,2022_11_28_Batch4,BR00136689,L02,DMSO
broad,2022_11_28_Batch4,BR00136689,L03,DMSO
broad,2022_11_28_Batch4,BR00136689,L04,DMSO
broad,2022_11_28_Batch4,BR00136689,L05,DMSO
broad,2022_11_28_Batch4,BR00136689,L06,DMSO
broad,2022_11_28_Batch4,BR00136689,L07,DMSO
broad,2022_11_28_Batch4,BR00136689,L08,DMSO
broad,2022_11_28_Batch4,BR00136689,L09,DMSO
broad,2022_11_28_Batch4,BR00136689,L10,DMSO
broad,2022_11_28_Batch4,BR00136689,L11,DMSO
broad,2022_11_28_Batch4,BR00136689,L12,DMSO
broad,2022_11_28_Batch4,BR00136689,L13,DMSO
broad,2022_11_28_Batch4,BR00136689,L14,DMSO
broad,2022_11_28_Batch4,BR00136689,L15,DMSO
broad,2022_11_28_Batch4,BR00136689,L16,DMSO
broad,2022_11_28_Batch4,BR00136689,L17,DMSO
broad,2022_11_28_Batch4,BR00136689,L18,DMSO
broad,2022_11_28_Batch4,BR00136689,L19,DMSO
broad,2022_11_28_Batch4,BR00136689,L20,DMSO
broad,2022_11_28_Batch4,BR00136689,L21,DMSO
broad,2022_11_28_Batch4,BR00136689,L22,DMSO
broad,2022_11_28_Batch4,BR00136689,L23,DMSO
broad,2022_11_28_Batch4,BR00136689,L24,DMSO
broad,2022_11_28_Batch4,BR00136689,M01,DMSO
broad,2022_11_28_Batch4,BR00136689,M02,DMSO
broad,2022_11_28_Batch4,BR00136689,M03,DMSO
broad,2022_11_28_Batch4,BR00136689,M04,DMSO
broad,2022_11_28_Batch4,BR00136689,M05,DMSO
broad,2022_11_28_Batch4,BR00136689,M06,DMSO
broad,2022_11_28_Batch4,BR00136689,M07,DMSO
broad,2022_11_28_Batch4,BR00136689,M08,DMSO
broad,2022_11_28_Batch4,BR00136689,M09,DMSO
broad,2022_11_28_Batch4,BR00136689,M10,DMSO
broad,2022_11_28_Batch4,BR00136689,M11,DMSO
broad,2022_11_28_Batch4,BR00136689,M12,DMSO
broad,2022_11_28_Batch4,BR00136689,M13,DMSO
broad,2022_11_28_Batch4,BR00136689,M14,DMSO
broad,2022_11_28_Batch4,BR00136689,M15,DMSO
broad,2022_11_28_Batch4,BR00136689,M16,DMSO
broad,2022_11_28_Batch4,BR00136689,M17,DMSO
broad,2022_11_28_Batch4,BR00136689,M18,DMSO
broad,2022_11_28_Batch4,BR00136689,M19,DMSO
broad,2022_11_28_Batch4,BR00136689,M20,DMSO
broad,2022_11_28_Batch4,BR00136689,M21,DMSO
broad,2022_11_28_Batch4,BR00136689,M22,DMSO
broad,2022_11_28_Batch4,BR00136689,M23,DMSO
broad,2022_11_28_Batch4,BR00136689,M24,DMSO
broad,2022_11_28_Batch4,BR00136689,N01,DMSO
broad,2022_11_28_Batch4,BR00136689,N02,DMSO
broad,2022_11_28_Batch4,BR00136689,N03,DMSO
broad,2022_11_28_Batch4,BR00136689,N04,DMSO
broad,2022_11_28_Batch4,BR00136689,N05,DMSO
broad,2022_11_28_Batch4,BR00136689,N06,DMSO
broad,2022_11_28_Batch4,BR00136689,N07,DMSO
broad,2022_11_28_Batch4,BR00136689,N08,DMSO
broad,2022_11_28_Batch4,BR00136689,N09,DMSO
broad,2022_11_28_Batch4,BR00136689,N10,DMSO
broad,2022_11_28_Batch4,BR00136689,N11,DMSO
broad,2022_11_28_Batch4,BR00136689,N12,DMSO
broad,2022_11_28_Batch4,BR00136689,N13,DMSO
broad,2022_11_28_Batch4,BR00136689,N14,DMSO
broad,2022_11_28_Batch4,BR00136689,N15,DMSO
broad,2022_11_28_Batch4,BR00136689,N16,DMSO
broad,2022_11_28_Batch4,BR00136689,N17,DMSO
broad,2022_11_28_Batch4,BR00136689,N18,DMSO
broad,2022_11_28_Batch4,BR00136689,N19,DMSO
broad,2022_11_28_Batch4,BR00136689,N20,DMSO
broad,2022_11_28_Batch4,BR00136689,N21,DMSO
broad,2022_11_28_Batch4,BR00136689,N22,DMSO
broad,2022_11_28_Batch4,BR00136689,N23,DMSO
broad,2022_11_28_Batch4,BR00136689,N24,DMSO
broad,2022_11_28_Batch4,BR00136689,O01,DMSO
broad,2022_11_28_Batch4,BR00136689,O02,DMSO
broad,2022_11_28_Batch4,BR00136689,O03,DMSO
broad,2022_11_28_Batch4,BR00136689,O04,DMSO
broad,2022_11_28_Batch4,BR00136689,O05,DMSO
broad,2022_11_28_Batch4,BR00136689,O06,DMSO
broad,2022_11_28_Batch4,BR00136689,O07,DMSO
broad,2022_11_28_Batch4,BR00136689,O08,DMSO
broad,2022_11_28_Batch4,BR00136689,O09,DMSO
broad,2022_11_28_Batch4,BR00136689,O10,DMSO
broad,2022_11_28_Batch4,BR00136689,O11,DMSO
broad,2022_11_28_Batch4,BR00136689,O12,DMSO
broad,2022_11_28_Batch4,BR00136689,O13,DMSO
broad,2022_11_28_Batch4,BR00136689,O14,DMSO
broad,2022_11_28_Batch4,BR00136689,O15,DMSO
broad,2022_11_28_Batch4,BR00136689,O16,DMSO
broad,2022_11_28_Batch4,BR00136689,O17,DMSO
broad,2022_11_28_Batch4,BR00136689,O18,DMSO
broad,2022_11_28_Batch4,BR00136689,O19,DMSO
broad,2022_11_28_Batch4,BR00136689,O20,DMSO
broad,2022_11_28_Batch4,BR00136689,O21,DMSO
broad,2022_11_28_Batch4,BR00136689,O22,DMSO
broad,2022_11_28_Batch4,BR00136689,O23,DMSO
broad,2022_11_28_Batch4,BR00136689,O24,DMSO
broad,2022_11_28_Batch4,BR00136689,P01,DMSO
broad,2022_11_28_Batch4,BR00136689,P02,DMSO
broad,2022_11_28_Batch4,BR00136689,P03,DMSO
broad,2022_11_28_Batch4,BR00136689,P04,DMSO
broad,2022_11_28_Batch4,BR00136689,P05,DMSO
broad,2022_11_28_Batch4,BR00136689,P06,DMSO
broad,2022_11_28_Batch4,BR00136689,P07,DMSO
broad,2022_11_28_Batch4,BR00136689,P08,DMSO
broad,2022_11_28_Batch4,BR00136689,P09,DMSO
broad,2022_11_28_Batch4,BR00136689,P10,DMSO
broad,2022_11_28_Batch4,BR00136689,P11,DMSO
broad,2022_11_28_Batch4,BR00136689,P12,DMSO
broad,2022_11_28_Batch4,BR00136689,P13,DMSO
broad,2022_11_28_Batch4,BR00136689,P14,DMSO
broad,2022_11_28_Batch4,BR00136689,P15,DMSO
broad,2022_11_28_Batch4,BR00136689,P16,DMSO
broad,2022_11_28_Batch4,BR00136689,P17,DMSO
broad,2022_11_28_Batch4,BR00136689,P18,DMSO
broad,2022_11_28_Batch4,BR00136689,P19,DMSO
broad,2022_11_28_Batch4,BR00136689,P20,DMSO
broad,2022_11_28_Batch4,BR00136689,P21,DMSO
broad,2022_11_28_Batch4,BR00136689,P22,DMSO
broad,2022_11_28_Batch4,BR00136689,P23,DMSO
broad,2022_11_28_Batch4,BR00136689,P24,DMSO
broad,2022_11_28_Batch4,BR00136704,A01,control
broad,2022_11_28_Batch4,BR00136704,A02,control
broad,2022_11_28_Batch4,BR00136704,A03,BRD-K79884267-001-01-4
broad,2022_11_28_Batch4,BR00136704,A04,BRD-K10843433-001-26-9
broad,2022_11_28_Batch4,BR00136704,A05,BRD-K32842773-304-06-2
broad,2022_11_28_Batch4,BR00136704,A06,BRD-A45543382-001-11-9
broad,2022_11_28_Batch4,BR00136704,A07,BRD-K99107520-001-29-9
broad,2022_11_28_Batch4,BR00136704,A08,BRD-K62685538-001-02-9
broad,2022_11_28_Batch4,BR00136704,A09,BRD-K71013094-065-05-3
broad,2022_11_28_Batch4,BR00136704,A10,BRD-K00004536-001-01-9
broad,2022_11_28_Batch4,BR00136704,A11,BRD-K88405679-001-04-9
broad,2022_11_28_Batch4,BR00136704,A12,BRD-K36368047-001-02-9
broad,2022_11_28_Batch4,BR00136704,A13,BRD-K53414658-001-02-5
broad,2022_11_28_Batch4,BR00136704,A14,BRD-K92213669-001-02-9
broad,2022_11_28_Batch4,BR00136704,A15,BRD-K01826024-001-01-9
broad,2022_11_28_Batch4,BR00136704,A16,BRD-K51937257-001-02-9
broad,2022_11_28_Batch4,BR00136704,A17,BRD-A76661185-300-02-4
broad,2022_11_28_Batch4,BR00136704,A18,BRD-K74363950-004-02-9
broad,2022_11_28_Batch4,BR00136704,A19,BRD-A25234499-001-21-9
broad,2022_11_28_Batch4,BR00136704,A20,BRD-A54275602-001-01-0
broad,2022_11_28_Batch4,BR00136704,A21,BRD-K05446112-001-02-9
broad,2022_11_28_Batch4,BR00136704,A22,BRD-K00003579-001-01-9
broad,2022_11_28_Batch4,BR00136704,A23,control
broad,2022_11_28_Batch4,BR00136704,A24,control
broad,2022_11_28_Batch4,BR00136704,B01,control
broad,2022_11_28_Batch4,BR00136704,B02,control
broad,2022_11_28_Batch4,BR00136704,B03,BRD-K59058747-001-20-9
broad,2022_11_28_Batch4,BR00136704,B04,BRD-A57133233-003-12-9
broad,2022_11_28_Batch4,BR00136704,B05,BRD-K04394237-001-06-0
broad,2022_11_28_Batch4,BR00136704,B06,BRD-K88786763-003-03-9
broad,2022_11_28_Batch4,BR00136704,B07,BRD-K55044200-001-16-1
broad,2022_11_28_Batch4,BR00136704,B08,BRD-K80036624-001-06-9
broad,2022_11_28_Batch4,BR00136704,B09,BRD-K72339976-065-04-7
broad,2022_11_28_Batch4,BR00136704,B10,BRD-A23072235-050-19-9
broad,2022_11_28_Batch4,BR00136704,B11,BRD-K25494650-003-01-8
broad,2022_11_28_Batch4,BR00136704,B12,BRD-K00003609-001-01-9
broad,2022_11_28_Batch4,BR00136704,B13,BRD-K09735259-001-01-3
broad,2022_11_28_Batch4,BR00136704,B14,BRD-A31521121-001-28-9
broad,2022_11_28_Batch4,BR00136704,B15,BRD-K88625236-001-07-5
broad,2022_11_28_Batch4,BR00136704,B16,BRD-K91315211-300-15-9
broad,2022_11_28_Batch4,BR00136704,B17,BRD-K61250553-003-32-2
broad,2022_11_28_Batch4,BR00136704,B18,BRD-K82236179-001-08-9
broad,2022_11_28_Batch4,BR00136704,B19,BRD-K36788280-001-04-6
broad,2022_11_28_Batch4,BR00136704,B20,BRD-K92428153-001-08-9
broad,2022_11_28_Batch4,BR00136704,B21,BRD-A21474126-001-01-6
broad,2022_11_28_Batch4,BR00136704,B22,BRD-A28856712-003-27-9
broad,2022_11_28_Batch4,BR00136704,B23,control
broad,2022_11_28_Batch4,BR00136704,B24,control
broad,2022_11_28_Batch4,BR00136704,C01,control
broad,2022_11_28_Batch4,BR00136704,C02,control
broad,2022_11_28_Batch4,BR00136704,C03,BRD-A17655518-001-24-4
broad,2022_11_28_Batch4,BR00136704,C04,BRD-K46839850-050-06-9
broad,2022_11_28_Batch4,BR00136704,C05,BRD-K19742012-001-02-3
broad,2022_11_28_Batch4,BR00136704,C06,BRD-K48812570-001-04-9
broad,2022_11_28_Batch4,BR00136704,C07,BRD-K59715032-362-02-9
broad,2022_11_28_Batch4,BR00136704,C08,BRD-K24943235-001-02-9
broad,2022_11_28_Batch4,BR00136704,C09,BRD-K10845183-304-01-6
broad,2022_11_28_Batch4,BR00136704,C10,BRD-K00003590-314-01-9
broad,2022_11_28_Batch4,BR00136704,C11,BRD-A95602221-003-03-9
broad,2022_11_28_Batch4,BR00136704,C12,BRD-K85178109-304-04-9
broad,2022_11_28_Batch4,BR00136704,C13,BRD-K13238168-001-03-9
broad,2022_11_28_Batch4,BR00136704,C14,BRD-K97810537-001-15-9
broad,2022_11_28_Batch4,BR00136704,C15,BRD-K02729857-001-01-9
broad,2022_11_28_Batch4,BR00136704,C16,BRD-K37385792-003-03-9
broad,2022_11_28_Batch4,BR00136704,C17,BRD-K73109821-001-23-9
broad,2022_11_28_Batch4,BR00136704,C18,BRD-K80396088-001-13-9
broad,2022_11_28_Batch4,BR00136704,C19,BRD-K98004573-051-03-9
broad,2022_11_28_Batch4,BR00136704,C20,BRD-K13296708-003-06-9
broad,2022_11_28_Batch4,BR00136704,C21,BRD-K00003543-412-01-9
broad,2022_11_28_Batch4,BR00136704,C22,BRD-K38140108-001-02-9
broad,2022_11_28_Batch4,BR00136704,C23,control
broad,2022_11_28_Batch4,BR00136704,C24,control
broad,2022_11_28_Batch4,BR00136704,D01,control
broad,2022_11_28_Batch4,BR00136704,D02,control
broad,2022_11_28_Batch4,BR00136704,D03,BRD-A05926236-001-05-3
broad,2022_11_28_Batch4,BR00136704,D04,BRD-K94266545-001-25-9
broad,2022_11_28_Batch4,BR00136704,D05,BRD-K42504537-001-01-6
broad,2022_11_28_Batch4,BR00136704,D06,BRD-K70301876-034-15-9
broad,2022_11_28_Batch4,BR00136704,D07,BRD-K64659768-001-13-6
broad,2022_11_28_Batch4,BR00136704,D08,BRD-K00911143-001-02-9
broad,2022_11_28_Batch4,BR00136704,D09,BRD-K16195444-003-26-0
broad,2022_11_28_Batch4,BR00136704,D10,BRD-K99063460-001-16-9
broad,2022_11_28_Batch4,BR00136704,D11,BRD-K03907181-236-07-6
broad,2022_11_28_Batch4,BR00136704,D12,BRD-K93208532-001-05-9
broad,2022_11_28_Batch4,BR00136704,D13,BRD-A33894669-065-01-9
broad,2022_11_28_Batch4,BR00136704,D14,BRD-K00003641-003-01-9
broad,2022_11_28_Batch4,BR00136704,D15,BRD-K90733503-001-10-3
broad,2022_11_28_Batch4,BR00136704,D16,BRD-K12568846-001-17-9
broad,2022_11_28_Batch4,BR00136704,D17,BRD-K18135438-001-16-7
broad,2022_11_28_Batch4,BR00136704,D18,BRD-K95142244-001-03-9
broad,2022_11_28_Batch4,BR00136704,D19,BRD-A60197193-001-14-6
broad,2022_11_28_Batch4,BR00136704,D20,BRD-K45542189-048-23-9
broad,2022_11_28_Batch4,BR00136704,D21,BRD-K01825622-003-02-9
broad,2022_11_28_Batch4,BR00136704,D22,BRD-K90374350-001-11-9
broad,2022_11_28_Batch4,BR00136704,D23,control
broad,2022_11_28_Batch4,BR00136704,D24,control
broad,2022_11_28_Batch4,BR00136704,E01,control
broad,2022_11_28_Batch4,BR00136704,E02,control
broad,2022_11_28_Batch4,BR00136704,E03,BRD-K29458283-001-29-9
broad,2022_11_28_Batch4,BR00136704,E04,BRD-K30373883-001-03-9
broad,2022_11_28_Batch4,BR00136704,E05,BRD-A99388803-001-01-5
broad,2022_11_28_Batch4,BR00136704,E06,BRD-K78355918-236-09-9
broad,2022_11_28_Batch4,BR00136704,E07,BRD-K17977438-048-06-9
broad,2022_11_28_Batch4,BR00136704,E08,BRD-K31965398-001-03-9
broad,2022_11_28_Batch4,BR00136704,E09,BRD-K57764956-001-02-8
broad,2022_11_28_Batch4,BR00136704,E10,BRD-K99300445-003-22-9
broad,2022_11_28_Batch4,BR00136704,E11,BRD-K39974922-001-01-9
broad,2022_11_28_Batch4,BR00136704,E12,BRD-K37270826-001-32-9
broad,2022_11_28_Batch4,BR00136704,E13,BRD-K46741531-001-03-9
broad,2022_11_28_Batch4,BR00136704,E14,BRD-K81418486-001-66-9
broad,2022_11_28_Batch4,BR00136704,E15,BRD-A64698388-003-01-7
broad,2022_11_28_Batch4,BR00136704,E16,BRD-K50859149-001-24-9
broad,2022_11_28_Batch4,BR00136704,E17,BRD-K81528515-001-15-9
broad,2022_11_28_Batch4,BR00136704,E18,BRD-A74667430-001-26-9
broad,2022_11_28_Batch4,BR00136704,E19,BRD-K01825700-001-02-9
broad,2022_11_28_Batch4,BR00136704,E20,BRD-K60369935-001-19-9
broad,2022_11_28_Batch4,BR00136704,E21,BRD-K01826569-003-19-9
broad,2022_11_28_Batch4,BR00136704,E22,BRD-K19761926-001-07-9
broad,2022_11_28_Batch4,BR00136704,E23,control
broad,2022_11_28_Batch4,BR00136704,E24,control
broad,2022_11_28_Batch4,BR00136704,F01,control
broad,2022_11_28_Batch4,BR00136704,F02,control
broad,2022_11_28_Batch4,BR00136704,F03,BRD-A09994331-003-02-4
broad,2022_11_28_Batch4,BR00136704,F04,BRD-K12219985-001-28-9
broad,2022_11_28_Batch4,BR00136704,F05,BRD-K33682646-001-02-7
broad,2022_11_28_Batch4,BR00136704,F06,BRD-A55469827-001-08-9
broad,2022_11_28_Batch4,BR00136704,F07,BRD-K20079257-001-09-6
broad,2022_11_28_Batch4,BR00136704,F08,BRD-K07940445-003-07-9
broad,2022_11_28_Batch4,BR00136704,F09,BRD-K45238818-001-02-6
broad,2022_11_28_Batch4,BR00136704,F10,BRD-K60640630-001-12-9
broad,2022_11_28_Batch4,BR00136704,F11,BRD-K17850764-236-11-9
broad,2022_11_28_Batch4,BR00136704,F12,BRD-A40777960-001-05-9
broad,2022_11_28_Batch4,BR00136704,F13,BRD-K21615095-001-08-4
broad,2022_11_28_Batch4,BR00136704,F14,BRD-K88734090-001-07-9
broad,2022_11_28_Batch4,BR00136704,F15,BRD-K36163066-304-02-4
broad,2022_11_28_Batch4,BR00136704,F16,BRD-K75250001-001-01-3
broad,2022_11_28_Batch4,BR00136704,F17,BRD-A33317514-001-01-3
broad,2022_11_28_Batch4,BR00136704,F18,BRD-K00010129-001-01-9
broad,2022_11_28_Batch4,BR00136704,F19,BRD-K85518562-236-09-7
broad,2022_11_28_Batch4,BR00136704,F20,BRD-K00004302-001-01-9
broad,2022_11_28_Batch4,BR00136704,F21,BRD-A39515206-001-01-9
broad,2022_11_28_Batch4,BR00136704,F22,BRD-K88611939-001-26-9
broad,2022_11_28_Batch4,BR00136704,F23,control
broad,2022_11_28_Batch4,BR00136704,F24,control
broad,2022_11_28_Batch4,BR00136704,G01,control
broad,2022_11_28_Batch4,BR00136704,G02,control
broad,2022_11_28_Batch4,BR00136704,G03,BRD-K76812510-236-14-8
broad,2022_11_28_Batch4,BR00136704,G04,BRD-K24023109-003-30-9
broad,2022_11_28_Batch4,BR00136704,G05,BRD-A46393198-003-16-6
broad,2022_11_28_Batch4,BR00136704,G06,BRD-K00004280-001-01-9
broad,2022_11_28_Batch4,BR00136704,G07,BRD-A70182876-001-11-9
broad,2022_11_28_Batch4,BR00136704,G08,BRD-K56699285-001-25-9
broad,2022_11_28_Batch4,BR00136704,G09,BRD-K21191422-001-01-5
broad,2022_11_28_Batch4,BR00136704,G10,BRD-K30240666-051-17-9
broad,2022_11_28_Batch4,BR00136704,G11,BRD-K44932450-001-17-9
broad,2022_11_28_Batch4,BR00136704,G12,BRD-K50866992-003-11-9
broad,2022_11_28_Batch4,BR00136704,G13,BRD-K08547377-003-07-3
broad,2022_11_28_Batch4,BR00136704,G14,BRD-K76810206-001-10-9
broad,2022_11_28_Batch4,BR00136704,G15,BRD-K01292611-003-17-8
broad,2022_11_28_Batch4,BR00136704,G16,BRD-K54006094-051-10-9
broad,2022_11_28_Batch4,BR00136704,G17,BRD-K75868704-001-06-9
broad,2022_11_28_Batch4,BR00136704,G18,BRD-K01826553-236-10-9
broad,2022_11_28_Batch4,BR00136704,G19,BRD-K34776109-001-19-9
broad,2022_11_28_Batch4,BR00136704,G20,BRD-K82800842-001-02-9
broad,2022_11_28_Batch4,BR00136704,G21,BRD-K00004281-001-01-9
broad,2022_11_28_Batch4,BR00136704,G22,BRD-K01826742-323-07-9
broad,2022_11_28_Batch4,BR00136704,G23,control
broad,2022_11_28_Batch4,BR00136704,G24,control
broad,2022_11_28_Batch4,BR00136704,H01,control
broad,2022_11_28_Batch4,BR00136704,H02,control
broad,2022_11_28_Batch4,BR00136704,H03,BRD-K92073408-001-16-5
broad,2022_11_28_Batch4,BR00136704,H04,BRD-K51671335-001-13-9
broad,2022_11_28_Batch4,BR00136704,H05,BRD-K04111260-001-10-0
broad,2022_11_28_Batch4,BR00136704,H06,BRD-K95739795-001-05-9
broad,2022_11_28_Batch4,BR00136704,H07,BRD-K63828191-003-32-1
broad,2022_11_28_Batch4,BR00136704,H08,BRD-A97701745-001-18-9
broad,2022_11_28_Batch4,BR00136704,H09,BRD-A78965079-036-01-8
broad,2022_11_28_Batch4,BR00136704,H10,BRD-A79672927-001-23-9
broad,2022_11_28_Batch4,BR00136704,H11,BRD-K26901728-001-06-2
broad,2022_11_28_Batch4,BR00136704,H12,BRD-K15231341-001-02-9
broad,2022_11_28_Batch4,BR00136704,H13,BRD-A28940325-001-25-7
broad,2022_11_28_Batch4,BR00136704,H14,BRD-K76452401-001-05-9
broad,2022_11_28_Batch4,BR00136704,H15,BRD-K65544384-001-15-8
broad,2022_11_28_Batch4,BR00136704,H16,BRD-K33814251-001-03-9
broad,2022_11_28_Batch4,BR00136704,H17,BRD-K33127281-001-04-9
broad,2022_11_28_Batch4,BR00136704,H18,BRD-K00003688-001-01-9
broad,2022_11_28_Batch4,BR00136704,H19,BRD-K13664493-316-03-3
broad,2022_11_28_Batch4,BR00136704,H20,BRD-K10906636-001-03-9
broad,2022_11_28_Batch4,BR00136704,H21,BRD-K01612348-001-14-8
broad,2022_11_28_Batch4,BR00136704,H22,BRD-K97440753-066-20-9
broad,2022_11_28_Batch4,BR00136704,H23,control
broad,2022_11_28_Batch4,BR00136704,H24,control
broad,2022_11_28_Batch4,BR00136704,I01,control
broad,2022_11_28_Batch4,BR00136704,I02,control
broad,2022_11_28_Batch4,BR00136704,I03,BRD-A90551241-001-10-8
broad,2022_11_28_Batch4,BR00136704,I04,BRD-K56558538-003-15-9
broad,2022_11_28_Batch4,BR00136704,I05,BRD-K55847762-304-01-7
broad,2022_11_28_Batch4,BR00136704,I06,BRD-K93814253-001-06-8
broad,2022_11_28_Batch4,BR00136704,I07,BRD-K69470111-236-10-9
broad,2022_11_28_Batch4,BR00136704,I08,BRD-K99879819-001-02-1
broad,2022_11_28_Batch4,BR00136704,I09,BRD-A34603619-001-01-9
broad,2022_11_28_Batch4,BR00136704,I10,BRD-A98378129-001-04-9
broad,2022_11_28_Batch4,BR00136704,I11,BRD-K64862097-001-20-9
broad,2022_11_28_Batch4,BR00136704,I12,BRD-K19796430-001-09-8
broad,2022_11_28_Batch4,BR00136704,I13,BRD-K21152241-001-09-9
broad,2022_11_28_Batch4,BR00136704,I14,BRD-K71035033-001-08-9
broad,2022_11_28_Batch4,BR00136704,I15,BRD-K76594255-001-01-6
broad,2022_11_28_Batch4,BR00136704,I16,BRD-K93332168-001-11-5
broad,2022_11_28_Batch4,BR00136704,I17,BRD-K81849500-001-08-9
broad,2022_11_28_Batch4,BR00136704,I18,BRD-A10967948-003-06-3
broad,2022_11_28_Batch4,BR00136704,I19,BRD-K49807096-003-18-9
broad,2022_11_28_Batch4,BR00136704,I20,BRD-K99447003-335-06-6
broad,2022_11_28_Batch4,BR00136704,I21,BRD-K03353589-236-01-4
broad,2022_11_28_Batch4,BR00136704,I22,BRD-K35952844-238-02-0
broad,2022_11_28_Batch4,BR00136704,I23,control
broad,2022_11_28_Batch4,BR00136704,I24,control
broad,2022_11_28_Batch4,BR00136704,J01,control
broad,2022_11_28_Batch4,BR00136704,J02,control
